"customer_city","customer_state","total_sales"
"medeiros","MG","6671.70"
"bacuri","MA","6663.15"
"maragogipe","BA","6631.36"
"jardim","CE","6628.16"
"salto do ceu","MT","6620.04"
"tracunhaem","PE","6603.30"
"cabralia paulista","SP","6582.75"
"major vieira","SC","6580.60"
"matelandia","PR","6570.00"
"tuparetama","PE","6565.35"
"ipixuna do para","PA","6560.73"
"pendencias","RN","6560.32"
"nova laranjeiras","PR","6541.34"
"sao goncalo do abaete","MG","6494.40"
"viseu","PA","6460.38"
"iati","PE","6457.92"
"altaneira","CE","6451.38"
"agua branca","PI","6402.30"
"sao pedro da agua branca","MA","6394.64"
"mercedes","PR","6393.12"
"capim branco","MG","6363.78"
"pouso alto","MG","6359.01"
"flores","PE","6350.20"
"ataleia","MG","6344.52"
"milagres","CE","6340.46"
"santa rosa do sul","SC","6329.83"
"bom jesus das selvas","MA","6329.82"
"aurea","RS","6321.00"
"bento de abreu","SP","6315.16"
"nova alvorada","RS","6305.72"
"itapissuma","PE","6304.62"
"baldim","MG","6291.36"
"santa maria da serra","SP","6268.54"
"olindina","BA","6257.02"
"ilopolis","RS","6252.66"
"balneario rincao","SC","6220.20"
"lupionopolis","PR","6219.25"
"itaparica","BA","6215.88"
"ipuiuna","MG","6215.22"
"grao para","SC","6208.39"
"picui","PB","6207.88"
"itambaraca","PR","6199.13"
"sao joao","PE","6194.76"
"sao jose do goiabal","MG","6191.75"
"eneas marques","PR","6165.90"
"brotas de macaubas","BA","6125.46"
"oscar bressane","SP","6118.74"
"ibicoara","BA","6117.28"
"rio de contas","BA","6105.12"
"vale real","RS","6079.82"
"erval grande","RS","6058.36"
"patu","RN","6057.40"
"condor","RS","6029.40"
"inimutaba","MG","6022.24"
"cerro grande do sul","RS","6003.72"
"planaltina","GO","5979.76"
"paulo lopes","SC","5976.52"
"passos maia","SC","5954.40"
"sao domingos do araguaia","PA","5954.30"
"hulha negra","RS","5952.96"
"estrela d oeste","SP","5940.54"
"douradina","PR","5932.50"
"belo campo","BA","5925.72"
"mirinzal","MA","5921.35"
"padre paraiso","MG","5895.32"
"coracao de jesus","MG","5894.92"
"sandolandia","TO","5888.96"
"amargosa","BA","5888.42"
"iraucuba","CE","5859.12"
"alto rio doce","MG","5849.55"
"sao miguel do anta","MG","5844.07"
"araripe","CE","5820.66"
"flor da serra do sul","PR","5801.50"
"paripiranga","BA","5796.05"
"david canabarro","RS","5792.02"
"dom joaquim","MG","5783.75"
"anitapolis","SC","5781.42"
"hidreletrica tucurui","PA","5771.84"
"simolandia","GO","5770.82"
"sapeacu","BA","5765.93"
"jundiai do sul","PR","5760.15"
"desterro","PB","5759.82"
"sonora","MS","5756.94"
"sao paulo do potengi","RN","5756.04"
"sao jose do barreiro","SP","5739.58"
"sao pedro do sul","RS","5732.59"
"reserva do cabacal","MT","5731.44"
"pilar","AL","5724.24"
"alto horizonte","GO","5703.00"
"candido mendes","MA","5698.44"
"janiopolis","PR","5691.96"
"panelas","PE","5683.23"
"maua da serra","PR","5682.08"
"antonio prado de minas","MG","5681.57"
"barra de santa rosa","PB","5667.84"
"cedral","MA","5666.08"
"wanderley","BA","5662.87"
"ipumirim","SC","5662.80"
"boca da mata","AL","5662.57"
"parambu","CE","5653.62"
"ipira","SC","5647.46"
"espirito santo do turvo","SP","5645.64"
"santa terezinha","PE","5614.88"
"aguia branca","ES","5598.32"
"pedra","PE","5596.64"
"mandirituba","PR","5589.96"
"canudos","BA","5589.36"
"vitoria do mearim","MA","5576.00"
"fontoura xavier","RS","5568.16"
"itambe","PR","5553.32"
"deputado irapuan pinheiro","CE","5550.15"
"matutina","MG","5532.78"
"capinzal do norte","MA","5527.20"
"campo alegre de goias","GO","5526.21"
"uniao","PI","5506.48"
"araponga","MG","5492.34"
"pirpirituba","PB","5489.00"
"sao joao do itaperiu","SC","5479.18"
"cavalcante","GO","5473.68"
"irupi","ES","5464.97"
"presidente medici","RO","5461.57"
"alto alegre do pindare","MA","5450.76"
"bandeira","MG","5449.73"
"nossa senhora de caravaggio","SC","5445.44"
"itagi","BA","5433.12"
"serra azul de minas","MG","5432.14"
"rio do antonio","BA","5431.50"
"pedro gomes","MS","5427.58"
"candeias do jamari","RO","5419.84"
"guamiranga","PR","5412.91"
"canitar","SP","5404.64"
"bataipora","MS","5403.00"
"vicentina","MS","5401.75"
"redentora","RS","5392.08"
"arroio trinta","SC","5389.36"
"pentecoste","CE","5385.78"
"ribeiraozinho","MT","5370.15"
"acegua","RS","5365.41"
"carmo do rio verde","GO","5364.32"
"conceicao das pedras","MG","5356.65"
"gilbues","PI","5347.65"
"carmesia","MG","5331.97"
"barra do turvo","SP","5327.00"
"carnaubal","CE","5317.60"
"cristiano otoni","MG","5308.22"
"ciriaco","RS","5307.54"
"massape","CE","5300.91"
"gameleiras","MG","5299.40"
"sao sebastiao da boa vista","PA","5292.00"
"itapitanga","BA","5281.80"
"descoberto","MG","5280.40"
"sao carlos do ivai","PR","5277.80"
"ipe","RS","5272.06"
"estrela do norte","SP","5269.25"
"ilicinea","MG","5264.00"
"timbe do sul","SC","5258.40"
"iracema","CE","5249.09"
"getulina","SP","5240.80"
"coronel freitas","SC","5228.45"
"nazario","GO","5213.41"
"serranopolis do iguacu","PR","5197.41"
"americano do brasil","GO","5194.35"
"ipigua","SP","5177.88"
"marilandia do sul","PR","5169.83"
"abare","BA","5168.79"
"sao jose do divino","PI","5146.64"
"neopolis","SE","5142.00"
"piacabucu","AL","5126.40"
"angulo","PR","5122.78"
"itamogi","MG","5111.57"
"rio formoso","PE","5109.67"
"gastao vidigal","SP","5106.96"
"sao sebastiao do maranhao","MG","5104.20"
"dona francisca","RS","5102.25"
"joao alfredo","PE","5101.19"
"cordeiros","BA","5090.96"
"passira","PE","5078.92"
"doutor camargo","PR","5073.86"
"sao vicente ferrer","PE","5065.02"
"abatia","PR","5064.37"
"senador firmino","MG","5052.32"
"matias olimpio","PI","5048.40"
"nova canaa","BA","5041.92"
"carutapera","MA","5024.60"
"bequimao","MA","5019.95"
"sao sebastiao do rio verde","MG","4988.70"
"tamarana","PR","4986.04"
"ibicare","SC","4979.71"
"curralinho","PA","4974.06"
"tejupa","SP","4971.20"
"pingo-d'agua","MG","4956.24"
"fortim","CE","4932.72"
"afranio","PE","4928.44"
"cantagalo","PR","4922.88"
"bossoroca","RS","4906.82"
"areia","PB","4902.66"
"irara","BA","4902.04"
"werneck","RJ","4901.71"
"rio preto","MG","4897.20"
"alexandria","RN","4882.24"
"vicencia","PE","4882.20"
"curvelandia","MT","4875.60"
"cocalzinho de goias","GO","4873.92"
"mariopolis","PR","4870.60"
"uirauna","PB","4851.12"
"riqueza","SC","4842.88"
"urupa","RO","4838.52"
"patrocinio do muriae","MG","4837.68"
"ibimirim","PE","4836.39"
"nucleo residencial pilar","BA","4835.88"
"passa tempo","MG","4833.18"
"pio ix","PI","4805.84"
"mari","PB","4799.20"
"tabocas do brejo velho","BA","4799.04"
"alvaro de carvalho","SP","4788.00"
"natividade","TO","4787.97"
"mundo novo","GO","4762.10"
"igreja nova","AL","4738.65"
"santa teresinha","BA","4733.40"
"paulista","PB","4729.14"
"aratuba","CE","4727.14"
"pocao de pedras","MA","4709.10"
"oeiras do para","PA","4701.74"
"nazare da mata","PE","4696.96"
"sao pedro de alcantara","SC","4693.65"
"guaraciaba","MG","4691.67"
"cabixi","RO","4690.00"
"monte gordo","BA","4685.59"
"palmeiras","BA","4676.80"
"sao jorge d'oeste","PR","4662.84"
"boa vista do cadeado","RS","4649.80"
"azurita","MG","4637.85"
"santo antonio do itambe","MG","4631.52"
"montezuma","MG","4627.35"
"jacinto","MG","4622.72"
"batalha","AL","4621.50"
"bonfinopolis","GO","4613.40"
"progresso","RS","4609.21"
"augusto pestana","RS","4606.40"
"indianopolis","PR","4599.70"
"tabuleiro","MG","4593.36"
"governador eugenio barros","MA","4591.95"
"coracao de maria","BA","4590.90"
"jaci","SP","4589.12"
"centro novo do maranhao","MA","4586.53"
"cortes","PE","4579.80"
"tabapora","MT","4577.12"
"porto firme","MG","4576.24"
"aramina","SP","4576.01"
"santa ines","BA","4573.01"
"santa isabel do rio preto","RJ","4570.92"
"ferros","MG","4568.16"
"turvo","PR","4565.76"
"emilianopolis","SP","4565.27"
"perpetuo socorro","MG","4557.50"
"raposo","RJ","4555.88"
"california","PR","4554.30"
"engenheiro beltrao","PR","4547.84"
"campos verdes","GO","4543.44"
"durande","MG","4531.89"
"jaboti","PR","4530.08"
"cruzalia","SP","4527.25"
"quadra","SP","4516.92"
"leopoldo de bulhoes","GO","4511.40"
"caibi","SC","4510.25"
"sao felix de minas","MG","4504.50"
"agronomica","SC","4504.00"
"rubiacea","SP","4502.70"
"presidente alves","SP","4493.44"
"uniao do sul","MT","4485.60"
"sao joao de iracema","SP","4480.98"
"tunapolis","SC","4467.84"
"quinta do sol","PR","4466.50"
"piata","BA","4465.90"
"santana dos montes","MG","4446.90"
"guarda-mor","MG","4431.96"
"guairaca","PR","4419.36"
"agua branca","PB","4418.26"
"ouvidor","GO","4411.77"
"boa vista das missoes","RS","4410.72"
"godoy moreira","PR","4407.32"
"glicerio","SP","4402.56"
"maristela","SP","4388.52"
"pindobacu","BA","4386.96"
"conceicao","PB","4381.00"
"jequitai","MG","4379.40"
"campo alegre","SC","4377.41"
"buenos aires","PE","4365.62"
"barracao","RS","4362.60"
"sao pedro do turvo","SP","4362.30"
"formigueiro","RS","4357.78"
"santa cruz","PE","4349.52"
"colmeia","TO","4336.56"
"divinesia","MG","4335.63"
"felixlandia","MG","4333.44"
"avai","SP","4331.24"
"maracana","SC","4306.25"
"paulino neves","MA","4302.41"
"chacara","MG","4299.32"
"cachoeira da prata","MG","4288.60"
"querencia do norte","PR","4275.49"
"sao miguel do gostoso","RN","4257.36"
"martins","RN","4255.27"
"aurora","SC","4254.70"
"coronel sapucaia","MS","4249.20"
"jabora","SC","4239.06"
"laje do muriae","RJ","4235.04"
"santa monica","PR","4233.13"
"goiabeira","MG","4231.78"
"miraguai","RS","4215.67"
"atalanta","SC","4212.00"
"joaquim nabuco","PE","4205.40"
"nova lacerda","MT","4188.25"
"salgado filho","PR","4178.86"
"hidrolina","GO","4160.24"
"jaborandi","SP","4159.50"
"acaiaca","MG","4158.00"
"ibiassuce","BA","4149.98"
"matrincha","GO","4143.60"
"moreilandia","PE","4131.68"
"pirajuba","MG","4120.47"
"buritizal","SP","4115.20"
"palmares paulista","SP","4113.94"
"vargem grande","MA","4110.30"
"senador amaral","MG","4104.00"
"pedras de fogo","PB","4092.60"
"mundo novo","BA","4089.28"
"ipaporanga","CE","4084.29"
"arraias","TO","4067.68"
"frecheirinha","CE","4060.49"
"itaguara","MG","4052.91"
"formosa do oeste","PR","4049.05"
"santa mercedes","SP","4043.55"
"barauna","RN","4037.18"
"serra do salitre","MG","4034.80"
"natividade da serra","SP","4027.81"
"ipiranga","PR","4027.25"
"vargem grande do rio pardo","MG","4025.78"
"miranda do norte","MA","4020.64"
"carire","CE","4016.76"
"dionisio","MG","4014.92"
"guarani das missoes","RS","4014.66"
"guzolandia","SP","4012.68"
"brejo","MA","4008.96"
"nortelandia","MT","4002.16"
"boquim","SE","3992.76"
"nova erechim","SC","3988.14"
"sao domingos das dores","MG","3984.60"
"chorozinho","CE","3984.20"
"luizlandia do oeste","MG","3979.65"
"gaviao peixoto","SP","3977.12"
"planalto","BA","3959.30"
"tapera","RS","3953.50"
"satuba","AL","3944.88"
"morpara","BA","3937.30"
"arace","ES","3929.44"
"taquaracu de minas","MG","3926.60"
"buriti dos lopes","PI","3925.02"
"liberdade","MG","3923.40"
"witmarsum","SC","3915.95"
"penaforte","CE","3913.21"
"alpercata","MG","3911.55"
"dom cavati","MG","3909.36"
"conceicao do tocantins","TO","3905.73"
"luiz alves","SC","3898.80"
"itarema","CE","3898.05"
"arapei","SP","3890.81"
"figueiropolis d'oeste","MT","3890.28"
"saubara","BA","3886.20"
"cachoeira dourada","GO","3885.42"
"arantina","MG","3883.79"
"magalhaes de almeida","MA","3882.24"
"mirandiba","PE","3877.92"
"doutor mauricio cardoso","RS","3859.02"
"piratini","RS","3856.16"
"rio das antas","SC","3848.04"
"riachinho","MG","3845.55"
"tenente ananias","RN","3834.88"
"pranchita","PR","3829.56"
"coroados","SP","3829.44"
"porto rico","PR","3827.04"
"floreal","SP","3825.00"
"governador lindenberg","ES","3815.84"
"sao tome","PR","3801.70"
"serra azul","SP","3798.20"
"vieiras","MG","3796.65"
"santa maria do para","PA","3792.47"
"santana do serido","RN","3773.48"
"sao vicente ferrer","MA","3772.44"
"almino afonso","RN","3760.08"
"macaparana","PE","3756.78"
"lunardelli","PR","3751.20"
"wenceslau guimaraes","BA","3741.22"
"fortaleza dos valos","RS","3718.45"
"caiana","MG","3712.93"
"novo barreiro","RS","3712.48"
"rincao","SP","3709.94"
"sao desiderio","BA","3707.37"
"araguapaz","GO","3700.47"
"paula candido","MG","3700.18"
"barro alto","GO","3699.90"
"quatro pontes","PR","3688.52"
"colonia vitoria","PR","3687.57"
"ibiam","SC","3682.72"
"luis correia","PI","3680.64"
"lagoa real","BA","3679.36"
"corguinho","MS","3677.38"
"iacri","SP","3672.90"
"itagimirim","BA","3668.14"
"tabuleiro do norte","CE","3665.88"
"santa cruz de salinas","MG","3664.08"
"frei lagonegro","MG","3644.76"
"jucas","CE","3639.60"
"candido rodrigues","SP","3626.10"
"aracoiaba","PE","3621.30"
"capao do cipo","RS","3608.82"
"montauri","RS","3600.94"
"capetinga","MG","3590.55"
"nova aurora","GO","3588.34"
"senhora de oliveira","MG","3568.74"
"santa fe de minas","MG","3565.40"
"nova campina","SP","3561.84"
"igaci","AL","3555.00"
"aracoiaba","CE","3554.64"
"sitio do quinto","BA","3554.55"
"floresta do araguaia","PA","3549.01"
"pombos","PE","3548.61"
"oros","CE","3535.62"
"ararica","RS","3528.00"
"antonio cardoso","BA","3519.36"
"urutai","GO","3511.01"
"pocao","PE","3503.83"
"mirante da serra","RO","3477.60"
"leandro ferreira","MG","3473.40"
"ribeira","SP","3472.42"
"ibiapina","CE","3472.08"
"jose boiteux","SC","3465.00"
"luisburgo","MG","3460.27"
"milha","CE","3459.60"
"buriti","MA","3448.50"
"felicio dos santos","MG","3448.44"
"campanario","MG","3446.19"
"icarai de minas","MG","3443.33"
"irape","SP","3434.40"
"coronel macedo","SP","3429.25"
"corumba de goias","GO","3428.88"
"sao jose do turvo","RJ","3424.32"
"areia branca dos assis","PR","3416.58"
"baixa grande do ribeiro","PI","3415.52"
"nova araca","RS","3414.75"
"paripueira","AL","3412.80"
"sao luiz do norte","GO","3411.59"
"imbau","PR","3407.14"
"barao de cotegipe","RS","3403.62"
"glorinha","RS","3399.60"
"guiricema","MG","3392.76"
"mata roma","MA","3391.83"
"pontes gestal","SP","3377.00"
"sao bras do suacui","MG","3372.46"
"jari","RS","3369.68"
"macuco","RJ","3362.56"
"luiziana","PR","3358.26"
"ourizona","PR","3356.00"
"nova veneza","GO","3352.00"
"vargem","SP","3349.50"
"mata","RS","3346.80"
"sitio novo do tocantins","TO","3333.89"
"felisburgo","MG","3333.69"
"tibau do sul","RN","3330.17"
"palmeira","SC","3329.40"
"paulo jacinto","AL","3329.06"
"sao miguel das matas","BA","3315.00"
"ibirataia","BA","3301.92"
"lagoa nova","RN","3283.20"
"palmopolis","MG","3282.80"
"entre rios do oeste","PR","3268.76"
"britania","GO","3266.47"
"tunas do parana","PR","3266.20"
"sao jose do serido","RN","3252.96"
"itamari","BA","3249.90"
"sucupira do norte","MA","3233.60"
"angelica","MS","3228.12"
"brasilandia","MS","3228.01"
"riacho das almas","PE","3225.24"
"bonito","PA","3218.40"
"zacarias","SP","3217.90"
"iretama","PR","3210.57"
"itaguaje","PR","3210.24"
"lucianopolis","SP","3199.52"
"piacatu","SP","3187.59"
"capitao andrade","MG","3184.00"
"brejetuba","ES","3179.88"
"pedra branca","CE","3173.40"
"juscimeira","MT","3173.00"
"cidelandia","MA","3172.80"
"turvolandia","MG","3169.62"
"pocinhos","PB","3167.28"
"guamare","RN","3154.32"
"indianopolis","MG","3154.08"
"jampruca","MG","3153.96"
"dario meira","BA","3153.64"
"contenda","PR","3138.30"
"nova santa barbara","PR","3132.72"
"sao joaquim do monte","PE","3130.55"
"teolandia","BA","3129.24"
"campo florido","MG","3128.68"
"colonia castrolanda","PR","3125.10"
"conceicao do almeida","BA","3123.64"
"pato bragado","PR","3120.75"
"santa cruz de goias","GO","3118.76"
"romaria","MG","3104.60"
"putinga","RS","3103.52"
"campo do brito","SE","3102.03"
"candoi","PR","3100.50"
"ipiranga do norte","MT","3100.41"
"lupercio","SP","3097.98"
"rancho queimado","SC","3095.91"
"palmeira d oeste","SP","3092.16"
"camutanga","PE","3082.72"
"victor graeff","RS","3081.25"
"belmonte","BA","3062.55"
"tanque d'arca","AL","3057.70"
"arapoema","TO","3055.67"
"alfredo marcondes","SP","3046.14"
"gloria de dourados","MS","3040.00"
"alagoa grande","PB","3034.84"
"varjao de minas","MG","3033.70"
"santa rosa de lima","SC","3026.27"
"carnaubais","RN","3007.55"
"canarana","BA","3003.57"
"tomar do geru","SE","3001.23"
"piracema","MG","2998.62"
"general camara","RS","2992.36"
"vila dos cabanos","PA","2988.35"
"cha grande","PE","2983.84"
"itaoca","ES","2983.20"
"feliz deserto","AL","2966.25"
"mariapolis","SP","2960.58"
"baianopolis","BA","2959.68"
"tapirai","SP","2951.13"
"apuiares","CE","2950.92"
"carlinda","MT","2948.04"
"barra de sao miguel","AL","2946.32"
"bom jesus do sul","PR","2941.20"
"cotipora","RS","2933.19"
"araguacu","TO","2931.48"
"conquista d'oeste","MT","2926.76"
"lourdes","SP","2909.92"
"planalto","SP","2907.10"
"governador mangabeira","BA","2906.50"
"embauba","SP","2903.67"
"guatapara","SP","2903.01"
"aramari","BA","2893.28"
"comercinho","MG","2893.00"
"sao jose da tapera","AL","2889.40"
"glicerio","RJ","2881.50"
"boa esperanca","PR","2876.32"
"santo antonio do planalto","RS","2873.91"
"sao domingos","BA","2873.28"
"rancho alegre","PR","2868.39"
"junco do serido","PB","2865.78"
"palminopolis","GO","2855.28"
"cachoeira dourada","MG","2853.40"
"castro alves","BA","2849.28"
"santo antonio dos campos","MG","2847.84"
"assare","CE","2838.24"
"cantagalo","MG","2829.60"
"ibirapua","BA","2828.40"
"verissimo","MG","2824.08"
"ananas","TO","2823.48"
"pinhao","SE","2816.82"
"cruzeiro do iguacu","PR","2814.85"
"meridiano","SP","2809.40"
"senador cortes","MG","2804.62"
"atilio vivacqua","ES","2802.28"
"cumaru","PE","2799.86"
"planaltino","BA","2798.84"
"iramaia","BA","2791.18"
"cocos","BA","2784.26"
"ibema","PR","2782.24"
"vila flores","RS","2775.00"
"sao jose do campestre","RN","2767.14"
"ritapolis","MG","2760.29"
"nova itaberaba","SC","2758.16"
"frei martinho","PB","2752.47"
"desterro de entre rios","MG","2739.16"
"sento se","BA","2738.88"
"parana","TO","2733.50"
"alvares florence","SP","2726.76"
"riachao das neves","BA","2725.47"
"santo antonio do caiua","PR","2722.95"
"extremoz","RN","2722.38"
"sao jorge do patrocinio","PR","2721.84"
"espigao alto do iguacu","PR","2721.16"
"independencia","CE","2721.00"
"sao vendelino","RS","2719.92"
"guaraciaba","SC","2715.06"
"presidente dutra","BA","2712.82"
"porto amazonas","PR","2703.09"
"serra branca","PB","2702.94"
"porto trombetas","PA","2702.61"
"barreira","CE","2698.19"
"inhuma","PI","2696.40"
"lebon regis","SC","2692.47"
"pacuja","CE","2691.95"
"ceilandia","DF","2684.76"
"terra nova","PE","2679.30"
"maravilha","AL","2677.86"
"couto de magalhaes","TO","2668.93"
"maranguape","CE","2661.42"
"orizania","MG","2661.26"
"berilo","MG","2659.48"
"potengi","CE","2655.60"
"manaira","PB","2653.20"
"riversul","SP","2652.78"
"pereiras","SP","2648.22"
"juruti","PA","2643.55"
"santo expedito","SP","2641.14"
"ibiraja","BA","2641.12"
"alianca do tocantins","TO","2640.00"
"abaira","BA","2639.00"
"santanesia","RJ","2637.48"
"serra de sao bento","RN","2625.20"
"santo antonio do leste","MT","2613.05"
"tres arroios","RS","2604.80"
"senador modestino goncalves","MG","2603.89"
"bandeirantes","MS","2586.72"
"bom jesus da serra","BA","2578.32"
"lindoeste","PR","2577.25"
"miradouro","MG","2576.80"
"retirolandia","BA","2574.00"
"pindai","BA","2573.10"
"aparecida de sao manuel","SP","2567.90"
"pequi","MG","2567.50"
"caiua","SP","2564.85"
"adustina","BA","2556.75"
"novo alegre","TO","2552.72"
"piripa","BA","2549.32"
"ferreiros","PE","2544.86"
"joaima","MG","2544.00"
"sao jorge do oeste","PR","2542.26"
"paineiras","MG","2541.38"
"mojui dos campos","PA","2532.18"
"montanhas","RN","2527.49"
"carnauba dos dantas","RN","2526.75"
"iaras","SP","2526.39"
"aruana","GO","2524.34"
"santa brigida","BA","2513.52"
"sao joao da mata","MG","2512.29"
"dom vicoso","MG","2510.40"
"estrela do indaia","MG","2507.50"
"chale","MG","2499.52"
"morro de sao paulo","BA","2496.00"
"capoeiras","PE","2476.89"
"macambara","RS","2468.64"
"sao jose da boa vista","PR","2467.26"
"silvanopolis","TO","2464.92"
"mamonas","MG","2463.60"
"portela","RJ","2462.60"
"diamante d'oeste","PR","2461.52"
"ipaumirim","CE","2456.88"
"lidice","RJ","2453.27"
"sao joao do paraiso","RJ","2452.45"
"carmopolis","SE","2451.75"
"aratiba","RS","2449.27"
"matoes","MA","2444.90"
"berizal","MG","2441.78"
"moncao","MA","2437.12"
"agrolandia","SC","2436.40"
"machados","PE","2425.22"
"serrita","PE","2418.60"
"inhauma","MG","2418.15"
"santa quiteria do maranhao","MA","2418.00"
"santa rita d'oeste","SP","2417.03"
"anaurilandia","MS","2414.72"
"igarape-miri","PA","2406.11"
"campo magro","PR","2396.12"
"tacuru","MS","2389.94"
"mascote","BA","2384.85"
"bocaina","PI","2383.44"
"juranda","PR","2377.96"
"careacu","MG","2374.26"
"flora rica","SP","2372.60"
"santa leopoldina","ES","2371.16"
"heliopolis","BA","2369.92"
"grandes rios","PR","2366.25"
"uruoca","CE","2364.56"
"senador la rocque","MA","2364.17"
"catarina","CE","2362.32"
"biritinga","BA","2361.12"
"amapora","PR","2348.45"
"carrancas","MG","2348.06"
"fruta de leite","MG","2333.76"
"caturama","BA","2330.92"
"sao cristovao do sul","SC","2330.19"
"sao luis do curu","CE","2328.39"
"antonio pereira","MG","2324.08"
"divisa alegre","MG","2323.50"
"sapopema","PR","2319.72"
"matoes do norte","MA","2316.84"
"pastos bons","MA","2312.42"
"cruzeiro da fortaleza","MG","2308.80"
"sao francisco de paula","MG","2308.40"
"vila langaro","RS","2302.92"
"andarai","BA","2299.50"
"bom retiro","SC","2297.62"
"rio espera","MG","2293.85"
"alambari","SP","2289.40"
"central","BA","2286.24"
"pequizeiro","TO","2285.82"
"avelino lopes","PI","2283.52"
"orobo","PE","2282.08"
"varzea nova","BA","2279.13"
"porto murtinho","MS","2276.80"
"guapirama","PR","2263.38"
"sao vicente","RN","2258.46"
"itaueira","PI","2257.06"
"rechan","SP","2256.59"
"ibiara","PB","2253.86"
"cocais","MG","2250.40"
"apiacas","MT","2249.28"
"piquerobi","SP","2249.00"
"apuarema","BA","2248.18"
"campo alegre de lourdes","BA","2248.02"
"silvianopolis","MG","2241.12"
"lagoa do ouro","PE","2240.10"
"santa rita","MA","2237.94"
"banabuiu","CE","2233.76"
"maiquinique","BA","2231.68"
"ponto dos volantes","MG","2229.00"
"virginia","MG","2219.33"
"sao domingos do sul","RS","2215.71"
"imbe de minas","MG","2212.29"
"cajueiro","AL","2210.40"
"alto alegre","PR","2207.59"
"japoata","SE","2206.00"
"diogo de vasconcelos","MG","2202.39"
"fragosos","SC","2202.10"
"santa luzia do parua","MA","2199.82"
"sao joao da urtiga","RS","2192.96"
"urucuia","MG","2187.77"
"america dourada","BA","2179.20"
"parnarama","MA","2178.20"
"itagiba","BA","2172.90"
"pindoba","AL","2170.08"
"salmourao","SP","2166.48"
"alianca","PE","2158.32"
"umburatiba","MG","2155.20"
"chaval","CE","2153.40"
"corumbatai","SP","2149.77"
"janduis","RN","2148.84"
"sao joao das missoes","MG","2146.95"
"colonia jordaozinho","PR","2142.06"
"sao joao de pirabas","PA","2137.31"
"angicos","RN","2137.17"
"moeda","MG","2136.50"
"mira estrela","SP","2135.60"
"pratapolis","MG","2127.22"
"romelandia","SC","2122.44"
"conselheiro mairinck","PR","2120.30"
"ribas do rio pardo","MS","2116.16"
"ubirajara","SP","2113.98"
"deodapolis","MS","2112.99"
"santa amelia","PR","2110.44"
"lagoao","RS","2105.16"
"sobradinho","DF","2086.92"
"hidrolandia","GO","2086.00"
"santana da boa vista","RS","2084.40"
"castanheira","MT","2083.29"
"marinopolis","SP","2078.78"
"nova fatima","BA","2071.19"
"sardoa","MG","2069.85"
"cravolandia","BA","2066.13"
"ressaquinha","MG","2061.63"
"ulianopolis","PA","2060.80"
"rosario","MA","2055.04"
"alpestre","RS","2054.70"
"angical","BA","2054.50"
"laranja da terra","ES","2054.40"
"bom jesus da penha","MG","2054.28"
"taiacu","SP","2044.79"
"ibitiara","BA","2044.64"
"aquidaba","SE","2043.90"
"travessao","RJ","2041.72"
"alto bela vista","SC","2041.20"
"miraima","CE","2039.10"
"olhos d'agua","MG","2037.28"
"alagoinha","PB","2037.12"
"sao jose da vitoria","BA","2031.84"
"formosa da serra negra","MA","2021.50"
"guimaraes","MA","2016.88"
"santa rita do itueto","MG","2016.82"
"novais","SP","2015.82"
"ibiracu","ES","2012.50"
"barrocas","BA","2010.42"
"sao francisco","SP","2000.64"
"pacoti","CE","2000.61"
"correntes","PE","1994.31"
"ibertioga","MG","1993.31"
"abaiara","CE","1992.90"
"igarape-acu","PA","1989.96"
"bom jesus","SC","1986.32"
"caseiros","RS","1984.58"
"filadelfia","BA","1983.20"
"ponto belo","ES","1971.20"
"vicosa do ceara","CE","1970.55"
"belem","AL","1969.41"
"mocajuba","PA","1968.80"
"santa maria do herval","RS","1962.48"
"sao sebastiao da amoreira","PR","1960.13"
"lindolfo collor","RS","1959.75"
"xavantina","SC","1959.39"
"trabiju","SP","1959.37"
"sucesso","CE","1943.68"
"marilena","PR","1941.66"
"rancho alegre d'oeste","PR","1940.77"
"divino de sao lourenco","ES","1939.08"
"mucambo","CE","1938.82"
"bertolinia","PI","1935.48"
"pimenteiras","PI","1932.10"
"uniao de minas","MG","1930.65"
"esmeralda","RS","1929.12"
"arame","MA","1924.20"
"monte castelo","SP","1924.02"
"anta","RJ","1922.60"
"duas barras","RJ","1921.40"
"ribeiropolis","SE","1914.63"
"guaratinga","BA","1914.25"
"aguas frias","SC","1913.88"
"boquira","BA","1913.40"
"banzae","BA","1911.30"
"dom basilio","BA","1899.81"
"cajari","MA","1897.80"
"pavao","MG","1890.75"
"peritiba","SC","1881.23"
"quijingue","BA","1876.42"
"itaguacu da bahia","BA","1875.23"
"coimbra","MG","1870.34"
"morro redondo","RS","1869.28"
"diorama","GO","1868.44"
"mariental","PR","1867.85"
"matriz de camaragibe","AL","1867.80"
"cujubim","RO","1861.16"
"anadia","AL","1850.40"
"arneiroz","CE","1850.12"
"bonito de minas","MG","1847.04"
"itaporanga d'ajuda","SE","1842.68"
"aroeiras","PB","1842.28"
"pirambu","SE","1834.62"
"bom sucesso","PR","1832.26"
"caetes","PE","1826.44"
"pitimbu","PB","1820.44"
"sao geraldo da piedade","MG","1817.60"
"capela do alto alegre","BA","1816.96"
"saboeiro","CE","1816.47"
"brasileia","AC","1813.89"
"sao jose do xingu","MT","1813.00"
"perobal","PR","1810.89"
"itape","BA","1809.92"
"nova canaa paulista","SP","1808.95"
